time;id;myrank;sentvn;mypparent;pparentrank;nneighbors;children;sentDIS;sentDIO;generatedDAO;forwardedDAO;generatedNPDAO;forwardedNPDAO;ttlsent;receivedDIS;receivedDIO;receivedDAO;ttlrcvd;total_energy;forwardeddata;attack
120;8;708;240;1;256;4;1;1;5;4;1;1;1;13;0;14;2;16;145;0;0
120;11;1071;240;5;796;5;1;1;4;4;2;0;0;11;1;19;3;23;191;2;0
120;2;514;240;1;256;7;1;1;5;4;15;0;1;26;0;26;17;43;192;14;0
120;6;830;240;2;518;4;3;1;6;4;11;0;1;23;1;19;12;32;396;11;0
120;18;771;240;19;515;4;0;1;4;3;0;0;0;8;1;15;0;16;124;0;0
120;4;771;240;19;515;3;0;1;6;4;0;1;0;12;1;10;0;11;141;0;0
120;7;1540;240;17;1284;4;0;1;5;3;0;1;0;10;0;13;0;13;146;0;0
120;14;688;240;1;256;5;1;1;5;4;2;1;1;14;1;19;3;23;131;0;0
120;15;1436;240;11;1180;3;1;1;8;4;1;3;1;18;1;10;2;13;241;0;0
120;20;1147;240;5;796;3;0;1;4;4;0;0;0;9;2;10;0;12;177;0;0
120;16;1105;240;6;838;5;0;1;9;6;0;3;0;19;0;16;0;16;286;0;0
120;10;1113;240;6;838;2;0;1;8;4;0;1;0;14;1;8;0;9;210;0;0
120;12;1317;240;5;796;4;0;1;5;3;0;0;0;9;2;11;0;13;213;0;0
120;9;1234;240;5;796;5;1;1;6;4;2;2;2;17;1;21;6;28;305;1;0
120;5;796;240;13;512;8;4;1;5;4;16;1;2;29;1;22;20;43;401;15;0
120;19;515;240;1;256;7;2;1;6;4;6;0;0;17;1;23;6;30;151;6;0
120;17;1131;240;6;838;3;1;1;4;3;2;0;0;10;0;14;2;16;170;3;0
120;13;512;240;1;256;5;1;1;5;4;20;1;2;33;0;19;23;42;186;18;0
120;3;512;240;1;256;3;0;1;4;4;0;0;0;9;0;11;0;11;93;0;0
240;8;657;240;1;256;4;1;0;2;0;0;0;0;2;0;5;0;5;97;0;0
240;11;1085;240;5;796;5;1;0;3;1;2;0;0;6;0;2;2;4;146;4;0
240;2;512;240;1;256;7;1;0;1;0;2;0;0;3;0;4;2;6;115;20;0
240;6;822;240;2;518;4;3;0;2;0;2;0;0;4;0;3;2;5;285;16;0
240;18;949;240;19;512;4;0;0;2;2;0;0;0;4;0;5;0;5;145;0;0
240;4;839;240;19;512;3;0;0;3;2;0;0;0;5;0;3;0;3;120;0;0
240;7;1420;240;17;1164;4;0;0;2;1;0;0;0;3;0;4;0;4;93;0;0
240;14;639;240;1;256;5;1;0;1;0;0;0;0;1;0;7;0;7;71;0;0
240;15;1350;240;11;1094;3;1;0;2;2;0;0;0;4;0;3;0;3;98;0;0
240;20;1133;240;5;796;3;0;0;3;1;0;0;0;4;0;2;0;2;97;0;0
240;16;1101;240;6;838;5;0;0;1;0;0;0;0;1;0;4;0;4;102;0;0
240;10;1107;240;6;838;2;0;0;3;0;0;0;0;3;0;0;0;0;95;0;0
240;12;1248;240;5;796;4;0;0;1;1;0;0;0;2;0;6;0;6;112;0;0
240;9;1246;240;5;796;5;1;0;1;1;0;0;0;2;0;7;0;7;137;0;0
240;5;789;240;13;517;8;4;0;1;1;6;0;0;8;0;5;6;11;204;20;0
240;19;512;240;1;256;7;2;0;2;0;3;0;0;5;0;5;3;8;98;8;0
240;17;1134;240;6;850;3;1;0;2;1;1;0;0;4;0;4;1;5;125;4;0
240;13;512;240;1;256;5;1;0;3;0;7;0;0;10;0;4;7;11;126;24;0
240;3;548;240;1;256;3;0;0;3;0;0;0;0;3;0;2;0;2;106;0;0
360;8;606;240;1;256;4;1;0;1;0;0;0;0;1;0;2;0;2;62;0;0
360;11;1047;240;5;782;5;1;0;1;1;0;0;0;2;0;6;0;6;98;4;0
360;2;512;240;1;256;7;1;0;2;1;5;0;0;8;0;2;5;7;98;20;0
360;6;778;240;2;512;4;3;0;1;2;3;0;0;6;0;5;3;8;226;16;0
360;18;885;240;19;512;4;0;0;3;1;0;0;0;4;0;4;0;4;91;0;0
360;4;850;240;19;512;3;0;0;2;0;0;0;0;2;0;1;0;1;96;0;0
360;7;1379;240;17;1123;4;0;0;2;2;0;0;0;4;0;6;0;6;95;0;0
360;14;593;240;1;256;5;1;0;2;0;0;0;0;2;0;3;0;3;68;0;0
360;15;1350;240;11;1094;3;1;0;1;0;0;0;0;1;0;1;0;1;84;0;0
360;20;1078;240;5;782;3;0;0;1;1;0;0;0;2;0;3;0;3;73;0;0
360;16;1065;240;6;807;5;0;0;2;1;0;0;0;3;0;5;0;5;99;0;0
360;10;1101;240;6;838;2;0;0;2;0;0;0;0;2;0;1;0;1;88;0;0
360;12;1152;240;5;782;4;0;0;2;1;0;0;0;3;0;3;0;3;80;0;0
360;9;1192;240;5;796;5;1;0;1;0;0;0;0;1;0;3;0;3;86;0;0
360;5;777;240;13;517;8;4;0;2;0;3;0;0;5;0;4;3;7;185;20;0
360;19;512;240;1;256;7;2;0;1;0;1;0;0;2;0;4;1;5;72;8;0
360;17;1113;240;6;850;3;1;0;3;0;2;0;0;5;0;1;2;3;112;4;0
360;13;512;240;1;256;5;1;0;0;0;3;0;0;3;0;2;3;5;87;24;0
360;3;537;240;1;256;3;0;0;1;0;0;0;0;1;0;2;0;2;55;0;0
480;8;512;255;1;256;5;1;0;7;3;1;5;1;17;0;12;5;17;219;0;0
480;11;65535;254;5;850;5;4;0;7;1;1;3;1;13;0;17;8;25;214;3;0
480;2;512;254;1;256;7;2;0;7;3;4;5;4;23;0;20;9;29;263;14;0
480;6;65535;254;2;65535;4;4;0;9;2;6;5;3;25;0;19;11;30;573;13;0
480;18;1099;251;0;0;4;0;0;6;2;0;3;0;11;0;12;3;15;274;0;0
480;4;1510;251;19;742;3;0;0;6;2;0;5;0;13;0;15;0;15;306;0;0
480;7;65535;1;17;65535;4;1;0;9;0;0;1;0;10;0;15;10;25;155;1;1
480;14;534;251;1;256;5;0;0;5;4;1;5;0;15;0;14;1;15;177;1;0
480;15;65535;254;7;1379;3;1;0;8;1;0;2;0;11;0;12;3;15;202;0;0
480;20;1618;251;12;1106;3;0;0;7;2;0;3;0;12;0;11;0;11;282;0;0
480;16;65535;254;7;1379;5;1;0;7;1;4;2;0;14;0;17;6;23;241;2;0
480;10;1024;251;14;512;2;0;0;6;4;0;2;0;12;0;10;0;10;203;0;0
480;12;1197;251;5;850;4;0;0;7;2;0;2;0;11;0;13;0;13;208;0;0
480;9;65535;254;7;1379;5;1;0;7;1;0;2;0;10;0;17;0;17;190;0;0
480;5;998;251;19;742;8;7;0;6;2;1;3;5;17;0;22;13;35;374;14;0
480;19;719;255;1;256;7;3;0;8;4;1;8;2;23;0;24;6;30;361;7;0
480;17;65535;254;7;65535;3;1;0;8;2;0;2;0;12;0;10;1;11;230;3;0
480;13;512;255;1;256;5;1;0;8;4;2;5;5;24;0;16;9;25;261;16;0
480;3;1024;255;1;256;3;0;0;6;4;0;5;0;15;0;11;0;11;193;0;0
600;8;512;39;1;256;5;1;0;14;12;4;8;2;40;0;37;7;44;263;0;0
600;11;65535;40;5;974;5;4;0;21;1;0;2;0;24;0;72;0;72;266;0;0
600;2;65535;39;1;256;7;2;0;17;5;9;8;5;44;0;63;21;84;297;3;0
600;6;65535;42;2;512;4;4;0;18;5;7;3;4;37;0;51;13;64;513;2;0
600;18;65535;40;19;512;4;0;0;17;7;0;8;0;32;0;43;0;43;468;0;0
600;4;1140;33;19;512;3;1;0;12;9;1;6;1;29;0;24;2;26;376;0;0
600;7;65535;45;17;65535;4;1;0;22;0;0;0;0;22;0;47;0;47;225;0;1
600;14;512;39;1;256;5;1;0;17;7;2;6;2;34;0;43;6;49;305;1;0
600;15;65535;40;7;1379;3;1;0;20;0;0;0;0;20;0;47;0;47;206;0;0
600;20;65535;38;5;976;3;0;0;18;5;0;5;0;28;0;41;0;41;320;0;0
600;16;65535;42;6;978;5;1;0;20;3;0;3;0;26;0;45;1;46;292;0;0
600;10;768;36;0;0;2;0;0;14;6;0;7;0;27;0;25;0;25;401;0;0
600;12;65535;38;5;976;4;0;0;16;4;0;5;0;25;0;50;1;51;340;0;0
600;9;65535;40;5;1052;5;1;0;20;2;0;1;0;23;0;66;0;66;285;0;0
600;5;65535;40;2;512;8;4;0;19;4;9;8;3;43;0;66;30;96;625;2;0
600;19;65535;39;1;256;7;2;0;16;9;19;10;7;61;0;58;35;93;407;5;0
600;17;65535;42;6;838;3;1;0;18;2;0;3;0;23;0;44;0;44;251;0;0
600;13;65535;39;1;256;6;1;0;15;8;0;11;0;34;0;50;0;50;262;0;0
600;3;537;39;1;256;3;0;0;15;11;0;7;0;33;0;28;1;29;293;0;0
720;8;512;73;0;0;5;1;0;12;8;3;7;3;33;0;36;7;43;297;0;0
720;11;65535;82;5;1138;5;4;0;20;2;0;3;0;25;0;52;0;52;406;0;0
720;2;512;83;0;0;7;2;0;18;2;2;5;1;28;0;51;6;57;442;0;0
720;6;1536;78;6;0;4;3;0;17;4;2;5;0;28;0;44;3;47;541;1;0
720;18;65535;82;19;512;4;2;0;16;4;8;3;4;35;0;35;15;50;731;4;0
720;4;65535;82;19;512;3;1;0;16;9;0;9;0;34;0;23;0;23;596;0;0
720;7;65535;87;17;65535;4;1;0;21;0;0;0;0;21;0;35;0;35;227;0;1
720;14;529;82;1;256;5;1;0;13;5;7;6;3;34;0;38;12;50;369;4;0
720;15;65535;82;7;1379;3;1;0;19;0;0;0;0;19;0;38;0;38;209;0;0
720;20;65535;82;5;1024;3;0;0;16;4;0;4;0;24;0;25;0;25;371;0;0
720;16;65535;84;2;512;5;1;0;18;2;0;3;0;23;0;35;0;35;463;0;0
720;10;65535;78;14;529;2;1;0;13;6;3;5;2;29;0;21;5;26;605;2;0
720;12;65535;82;5;1024;4;0;0;16;3;0;4;0;23;0;36;2;38;395;0;0
720;9;65535;82;5;1024;5;1;0;18;1;0;1;0;20;0;41;0;41;346;0;0
720;5;768;82;5;0;8;5;0;17;5;7;8;3;40;0;63;15;78;833;3;0
720;19;512;82;1;256;7;2;0;12;4;17;6;8;47;0;52;35;87;497;9;0
720;17;65535;82;6;946;3;2;0;18;1;0;1;0;20;0;29;3;32;379;1;0
720;13;512;82;1;256;7;1;0;14;5;0;5;0;24;0;38;1;39;497;0;0
720;3;512;73;0;0;3;0;0;12;6;0;6;0;24;0;21;0;21;209;0;0
840;8;567;89;1;256;5;2;0;11;5;18;3;4;41;0;16;23;39;551;17;0
840;11;2703;89;9;2447;5;2;0;15;8;3;6;1;33;0;32;6;38;743;3;0
840;2;512;89;1;256;7;2;0;11;5;23;4;3;46;0;27;29;56;435;10;0
840;6;1047;89;2;520;4;3;0;14;6;19;5;3;47;0;33;28;61;989;9;0
840;18;1787;89;19;1216;4;3;0;10;5;11;6;4;36;0;22;18;40;860;11;0
840;4;886;89;8;608;3;0;0;10;6;0;3;0;19;0;14;1;15;376;0;0
840;7;2186;89;17;1756;4;3;0;18;6;4;3;2;33;0;30;6;36;597;1;0
840;14;599;89;1;256;5;2;0;9;5;4;3;1;22;0;22;7;29;252;3;0
840;15;3217;89;7;2186;3;1;0;14;7;0;4;0;25;0;22;1;23;545;1;0
840;20;3204;89;5;2423;3;0;0;11;4;0;3;0;18;0;19;0;19;399;0;0
840;16;1929;89;6;1654;5;3;0;15;3;12;1;2;33;0;22;16;38;556;5;0
840;10;1377;89;14;662;2;1;0;10;6;0;5;0;21;0;14;2;16;427;0;0
840;12;3149;89;18;2073;4;0;0;14;6;0;4;0;24;0;25;2;27;506;0;0
840;5;2287;89;18;1862;8;5;0;13;5;10;5;4;37;0;35;23;58;834;8;0
840;9;2421;89;16;1935;5;1;0;14;6;3;4;1;28;0;29;4;33;450;0;0
840;19;1017;89;8;608;7;2;0;10;5;16;5;5;41;0;22;28;50;719;12;0
840;17;1704;89;6;1232;3;1;0;17;5;6;4;2;34;0;27;9;36;590;3;0
840;13;1182;89;1;256;7;1;0;9;3;0;2;0;14;0;13;0;13;254;0;0
840;3;584;89;1;256;3;1;0;10;6;3;3;1;23;0;13;5;18;284;0;0
960;8;512;89;1;256;5;2;0;2;1;6;3;0;12;0;6;9;15;160;23;0
960;11;1862;89;9;1557;5;2;0;4;3;1;2;2;12;0;14;3;17;178;0;0
960;2;512;89;1;256;7;3;0;2;1;16;2;2;23;0;12;19;31;182;30;0
960;6;821;89;2;515;4;3;0;3;1;13;1;2;20;0;7;17;24;525;24;0
960;18;1227;89;19;891;4;3;0;2;1;3;2;1;9;0;6;7;13;240;12;0
960;4;884;89;8;530;3;0;0;2;1;0;0;0;3;0;5;0;5;164;0;0
960;7;1592;89;17;1261;4;3;0;3;3;0;2;0;8;0;12;1;13;146;0;0
960;14;540;89;1;256;5;2;0;2;0;0;0;0;2;0;6;0;6;100;4;0
960;15;1828;89;9;1557;3;1;0;7;2;0;1;0;10;0;6;0;6;166;0;0
960;20;2906;89;5;2240;3;0;0;2;1;0;0;0;3;0;7;0;7;113;0;0
960;16;1146;89;6;890;5;3;0;3;2;7;1;2;15;0;6;10;16;210;12;0
960;10;1234;89;14;662;2;1;0;1;0;0;0;0;1;0;2;0;2;136;0;0
960;12;1976;89;18;1271;4;0;0;6;3;0;2;0;11;0;7;0;7;175;0;0
960;9;1533;89;16;1189;5;2;0;3;1;6;1;1;12;0;11;9;20;286;8;0
960;5;2022;89;18;1653;8;3;0;2;0;1;3;0;6;0;10;1;11;216;4;0
960;19;802;89;8;530;7;2;0;2;1;4;2;1;10;0;10;7;17;332;16;0
960;17;1246;89;6;933;3;1;0;4;1;3;1;0;9;0;3;5;8;181;4;0
960;13;979;89;2;512;7;1;0;5;2;0;1;0;8;0;4;0;4;148;0;0
960;3;548;89;1;256;3;1;0;3;1;0;0;0;4;0;2;0;2;86;0;0
1080;8;527;89;1;256;5;2;0;3;1;2;1;1;8;0;7;3;10;106;7;0
1080;11;1582;89;5;787;5;2;0;4;4;0;1;0;9;0;14;0;14;289;0;0
1080;2;512;89;1;256;7;4;0;2;0;23;0;3;28;0;14;26;40;262;32;0
1080;6;1075;89;2;531;4;3;0;2;1;7;0;3;13;0;5;11;16;502;20;0
1080;18;846;89;19;512;4;3;0;1;4;2;1;1;9;0;12;3;15;222;7;0
1080;4;848;89;8;512;3;0;0;2;1;0;0;0;3;0;7;0;7;160;0;0
1080;7;1528;89;9;1220;4;3;0;5;3;0;1;0;9;0;9;0;9;225;0;0
1080;14;520;89;1;256;5;2;0;2;1;1;0;0;4;0;12;1;13;120;4;0
1080;15;1479;89;9;1220;3;1;0;3;4;0;0;0;7;0;10;0;10;150;0;0
1080;16;1239;89;6;975;5;3;0;2;1;6;0;2;11;0;12;8;20;206;8;0
1080;10;1040;89;14;540;2;1;0;3;1;0;0;0;4;0;3;0;3;148;0;0
1080;20;1370;89;5;768;3;0;0;2;5;0;0;0;7;0;10;0;10;205;0;0
1080;12;1679;89;18;1211;4;0;0;3;0;0;0;0;3;0;10;0;10;149;0;0
1080;9;1220;89;5;768;5;3;0;9;4;9;3;0;25;0;13;9;22;468;7;0
1080;5;773;89;2;512;8;4;0;7;5;13;2;0;27;0;27;14;41;488;7;0
1080;19;512;89;1;256;7;3;0;6;1;7;3;2;19;0;20;10;30;250;12;0
1080;17;1282;89;6;975;3;1;0;2;1;0;0;1;4;0;4;1;5;210;4;0
1080;13;861;89;2;512;7;1;0;9;2;6;2;1;20;0;9;7;16;416;3;0
1080;3;529;89;1;256;3;1;0;2;1;0;0;0;3;0;2;0;2;91;0;0
1200;8;515;89;1;256;5;2;0;0;1;0;0;0;1;0;4;0;4;70;4;0
1200;11;616;89;9;300;5;2;0;15;11;3;10;1;40;0;29;20;49;640;7;0
1200;2;532;89;1;256;7;3;0;1;0;19;1;8;29;0;13;31;44;306;30;0
1200;6;1083;89;16;637;4;3;0;8;4;5;6;3;26;0;13;12;25;551;3;0
1200;18;1085;89;19;512;4;3;0;3;1;3;0;2;9;0;16;5;21;268;1;0
1200;4;819;89;8;512;3;0;0;1;0;0;0;0;1;0;3;0;3;129;0;0
1200;7;718;89;9;300;4;1;0;6;10;1;4;0;21;0;22;3;25;468;2;0
1200;14;532;89;1;256;5;2;0;2;0;1;0;0;3;0;3;1;4;112;4;0
1200;15;698;89;9;300;3;2;0;3;11;2;0;1;17;0;28;5;33;436;2;0
1200;20;1098;89;11;616;3;0;0;3;3;0;1;0;7;0;23;0;23;245;0;0
1200;16;944;89;9;300;5;3;0;7;10;6;7;1;31;0;25;12;37;550;4;0
1200;10;985;89;14;513;2;1;0;1;1;0;0;0;2;0;7;0;7;140;0;0
1200;12;1069;89;11;616;4;0;0;12;9;0;6;0;27;0;19;0;19;410;0;0
1200;5;876;89;2;512;8;3;0;7;0;18;1;4;30;0;32;34;66;552;18;0
1200;19;512;89;1;256;7;2;0;2;1;4;0;1;8;0;10;5;15;176;5;0
1200;17;1442;89;6;1083;3;1;0;7;5;0;3;0;15;0;14;0;14;333;0;0
1200;9;957;89;11;616;5;3;0;14;7;27;14;3;65;0;21;59;80;980;19;1
1200;13;915;89;2;512;7;1;0;3;0;0;1;0;4;0;6;0;6;164;0;0
1200;3;543;89;1;256;3;1;0;2;1;0;0;0;3;0;1;0;1;79;0;0
1320;8;521;89;1;256;5;2;0;3;0;1;0;0;4;0;1;1;2;133;4;0
1320;11;656;89;9;300;5;3;0;11;11;11;3;3;39;0;32;18;50;645;8;0
1320;2;512;89;1;256;7;3;0;3;0;26;2;9;40;0;7;36;43;298;25;0
1320;6;1151;89;2;526;4;3;0;6;1;2;1;0;10;0;6;2;8;322;3;0
1320;18;1224;89;19;512;4;3;0;4;2;0;1;1;8;0;8;1;9;284;0;0
1320;4;960;89;8;537;3;0;0;3;1;0;0;0;4;0;4;0;4;171;0;0
1320;7;1013;89;9;300;4;1;0;10;12;0;2;0;24;0;27;0;27;555;0;0
1320;14;514;89;1;256;5;2;0;2;0;1;0;0;3;0;4;1;5;150;7;0
1320;15;655;89;9;300;3;1;0;16;10;2;12;2;42;0;26;24;50;636;5;0
1320;20;1023;89;11;626;3;0;0;8;6;0;2;0;16;0;13;0;13;320;0;0
1320;16;808;89;9;300;5;3;0;2;8;0;1;1;12;0;18;1;19;368;3;0
1320;10;937;89;14;521;2;1;0;2;0;0;0;0;2;0;7;0;7;92;0;0
1320;12;1191;89;11;725;4;0;0;8;6;0;2;0;16;0;14;0;14;285;0;0
1320;9;1000;89;15;645;5;4;0;18;9;27;15;4;73;0;22;65;87;1099;25;1
1320;5;840;89;2;526;8;2;0;3;0;22;1;8;34;0;27;41;68;646;17;0
1320;19;512;89;1;256;7;2;0;2;0;2;1;1;6;0;9;3;12;217;4;0
1320;17;1683;89;6;1153;3;1;0;2;2;0;0;0;4;0;11;0;11;184;0;0
1320;13;853;89;14;526;7;1;0;6;1;0;1;0;8;0;4;0;4;298;0;0
1320;3;524;89;1;256;3;1;0;0;0;0;0;0;0;0;2;0;2;93;0;0
1440;8;513;89;1;256;5;2;0;1;0;0;0;0;1;0;2;0;2;81;4;0
1440;11;578;89;9;300;5;5;0;16;13;17;8;6;60;0;42;47;89;781;19;0
1440;6;1268;89;2;536;4;3;0;1;3;0;0;0;4;0;8;0;8;283;3;0
1440;2;546;89;1;256;7;3;0;4;0;9;2;2;17;0;12;12;24;262;12;0
1440;18;1168;89;19;565;4;3;0;4;1;2;0;1;8;0;17;3;20;308;1;0
1440;4;890;89;8;537;3;0;0;1;0;0;0;0;1;0;6;0;6;105;0;0
1440;7;991;89;9;300;4;3;0;13;12;1;6;1;33;0;24;9;33;558;1;0
1440;14;523;89;1;256;5;2;0;1;0;0;0;0;1;0;6;0;6;148;7;0
1440;15;760;89;9;300;3;2;0;18;12;3;13;0;46;0;31;23;54;681;4;0
1440;16;1307;89;9;300;5;3;0;6;10;0;0;0;16;0;25;1;26;369;0;0
1440;20;1719;89;5;936;3;0;0;12;8;0;6;0;26;0;24;2;26;526;0;0
1440;10;1088;89;14;521;2;1;0;1;0;0;0;0;1;0;1;0;1;122;0;0
1440;12;1631;89;5;936;4;0;0;11;9;0;8;0;28;0;27;0;27;611;0;0
1440;9;1443;89;5;936;5;4;0;20;15;30;21;7;93;0;38;79;117;1229;22;1
1440;5;886;89;2;521;8;4;0;13;5;15;8;4;45;0;43;42;85;817;14;0
1440;19;559;89;1;256;7;2;0;4;0;3;0;1;8;0;16;4;20;207;5;0
1440;17;1827;89;6;1153;3;1;0;5;0;0;0;0;5;0;8;0;8;185;0;0
1440;13;822;89;14;526;7;1;0;5;0;0;0;0;5;0;14;0;14;248;0;0
1440;3;520;89;1;256;3;1;0;1;0;0;0;0;1;0;1;0;1;80;0;0
1560;8;512;89;1;256;5;2;0;2;0;1;0;0;3;0;5;1;6;95;4;0
1560;11;1158;89;5;797;5;5;0;7;3;1;6;2;19;0;16;7;23;301;0;0
1560;2;519;89;1;256;7;4;0;3;0;24;1;4;32;0;11;29;40;264;40;0
1560;6;984;89;2;536;4;3;0;3;0;2;0;0;5;0;10;2;12;221;4;0
1560;18;1033;89;19;581;4;3;0;3;2;0;1;0;6;0;10;0;10;154;0;0
1560;4;831;89;8;512;3;0;0;3;1;0;0;0;4;0;4;0;4;133;0;0
1560;7;1718;89;9;1208;4;3;0;4;2;1;1;0;8;0;15;2;17;236;1;0
1560;14;512;89;1;256;5;3;0;1;0;1;0;0;2;0;4;1;5;87;8;0
1560;15;1662;89;9;1208;3;2;0;7;5;0;3;0;15;0;11;0;11;320;0;0
1560;20;1412;89;5;797;3;0;0;6;4;0;2;0;12;0;9;1;10;260;0;0
1560;16;1248;89;2;512;5;3;0;8;2;0;2;0;12;0;10;0;10;254;0;0
1560;10;949;89;14;512;2;1;0;1;1;0;0;0;2;0;2;0;2;98;0;0
1560;12;1477;89;5;849;4;0;0;6;3;0;2;0;11;0;11;0;11;322;0;0
1560;9;1110;89;5;797;5;4;0;6;4;6;6;1;23;0;18;11;29;492;10;0
1560;5;785;89;2;521;8;5;0;4;0;19;1;4;28;0;18;33;51;487;25;0
1560;19;551;89;1;256;7;2;0;3;0;2;1;0;6;0;8;3;11;175;4;0
1560;17;1599;89;6;1057;3;1;0;2;2;0;0;0;4;0;12;0;12;178;0;0
1560;13;807;89;14;526;7;1;0;2;0;0;0;0;2;0;5;0;5;111;0;0
1560;3;536;89;1;256;3;1;0;1;0;0;0;0;1;0;1;0;1;73;0;0
1680;8;512;89;1;256;5;2;0;2;0;0;0;0;2;0;1;0;1;100;4;0
1680;11;1087;89;5;777;5;5;0;2;1;0;0;0;3;0;6;0;6;117;0;0
1680;2;515;89;1;256;7;4;0;2;0;10;0;0;12;0;5;11;16;173;38;0
1680;6;860;89;2;512;4;3;0;1;1;0;0;0;2;0;5;0;5;148;4;0
1680;18;873;89;19;526;4;3;0;2;1;0;0;0;3;0;6;0;6;110;0;0
1680;4;800;89;8;512;3;0;0;0;0;0;0;0;0;0;3;0;3;85;0;0
1680;7;1548;89;9;1101;4;3;0;2;1;0;0;0;3;0;3;0;3;110;0;0
1680;14;512;89;1;256;5;3;0;1;0;1;0;0;2;0;4;1;5;113;8;0
1680;15;1525;89;9;1101;3;2;0;1;1;0;0;0;2;0;3;0;3;108;0;0
1680;20;1222;89;5;777;3;0;0;3;1;0;0;0;4;0;4;0;4;107;0;0
1680;16;1076;89;2;512;5;3;0;2;1;0;0;0;3;0;5;0;5;118;0;0
1680;10;935;89;14;512;2;1;0;2;0;0;0;0;2;0;1;0;1;113;0;0
1680;12;1307;89;5;777;4;0;0;3;1;0;0;0;4;0;8;0;8;134;0;0
1680;9;1071;89;5;777;5;4;0;3;1;2;0;0;6;0;6;2;8;230;8;0
1680;5;785;89;2;523;8;5;0;2;2;6;1;0;11;0;11;6;17;262;24;0
1680;19;522;89;1;256;7;2;0;2;0;1;0;0;3;0;7;1;8;160;4;0
1680;17;1480;89;6;1057;3;1;0;1;0;0;0;0;1;0;2;0;2;88;0;0
1680;13;779;89;14;512;7;1;0;2;1;0;0;0;3;0;3;0;3;106;0;0
1680;3;524;89;1;256;3;1;0;1;0;0;0;0;1;0;1;0;1;72;0;0
1800;8;512;89;1;256;5;2;0;0;0;0;0;0;0;0;2;0;2;68;4;0
1800;11;1063;89;5;777;5;5;0;2;0;0;0;0;2;0;3;0;3;124;0;0
1800;2;512;89;1;256;7;4;0;0;0;2;0;0;2;0;3;2;5;109;41;0
1800;6;813;89;2;512;4;3;0;2;0;1;0;0;3;0;2;1;3;139;3;0
1800;18;839;89;19;526;4;3;0;1;0;0;0;0;1;0;1;0;1;87;0;0
1800;4;787;89;8;512;3;0;0;2;0;0;0;0;2;0;1;0;1;126;0;0
1800;7;1497;89;9;1093;4;3;0;1;1;0;0;0;2;0;3;0;3;105;0;0
1800;14;512;89;1;256;5;3;0;2;0;0;0;0;2;0;1;0;1;87;7;0
1800;15;1465;89;9;1101;3;2;0;1;0;0;0;0;1;0;2;0;2;92;0;0
1800;20;1143;89;5;777;3;0;0;1;0;0;0;0;1;0;2;0;2;93;0;0
1800;16;948;89;2;512;5;3;0;2;0;0;0;0;2;0;3;0;3;89;0;0
1800;10;876;89;14;512;2;1;0;1;0;0;0;0;1;0;2;0;2;111;0;0
1800;12;1193;89;5;777;4;0;0;2;0;0;0;0;2;0;1;0;1;98;0;0
1800;9;1081;89;5;777;5;4;0;1;0;1;0;0;2;0;2;1;3;199;8;0
1800;5;779;89;2;523;8;5;0;1;0;1;0;0;2;0;2;1;3;199;24;0
1800;19;514;89;1;256;7;2;0;2;0;0;0;0;2;0;1;0;1;95;4;0
1800;17;1203;89;6;850;3;1;0;2;1;0;0;0;3;0;4;0;4;91;0;0
1800;13;824;89;14;512;7;1;0;1;0;0;0;0;1;0;3;0;3;124;0;0
1800;3;518;89;1;256;3;1;0;2;0;0;0;0;2;0;2;0;2;84;0;0
1920;8;512;89;1;256;5;2;0;1;0;1;0;0;2;0;2;1;3;71;4;0
1920;11;1351;89;5;1058;5;5;0;2;1;0;0;0;3;0;6;0;6;142;0;0
1920;2;512;89;1;256;7;4;0;25;0;47;1;1;74;99;22;49;170;444;38;0
1920;18;845;89;19;512;4;3;0;3;1;2;0;0;6;0;5;2;7;177;3;0
1920;4;777;89;8;512;3;0;0;0;1;0;0;0;1;0;3;0;3;79;0;0
1920;6;813;89;2;512;4;3;120;1;17;1;0;0;139;0;78;1;79;1035;5;1
1920;7;1497;89;9;1093;4;3;0;2;0;0;0;0;2;0;36;0;36;151;0;0
1920;14;537;89;1;256;5;3;0;1;0;0;0;0;1;0;39;0;39;120;8;0
1920;15;1572;89;9;1159;3;2;0;1;1;0;0;0;2;0;2;0;2;143;0;0
1920;20;1464;89;5;1058;3;0;0;2;1;0;0;0;3;0;4;0;4;158;0;0
1920;16;876;89;2;512;5;3;0;24;14;0;0;0;38;99;33;0;132;483;0;0
1920;10;1005;89;14;512;2;1;0;25;0;0;0;0;25;108;0;0;108;287;0;0
1920;12;1145;89;18;800;4;0;0;4;2;0;1;0;7;0;4;0;4;167;0;0
1920;9;1159;89;5;777;5;4;0;2;0;1;0;0;3;0;18;1;19;272;8;0
1920;5;821;89;2;512;8;4;0;2;15;3;1;1;22;0;27;4;31;457;21;0
1920;19;512;89;1;256;7;2;0;2;0;3;0;0;5;0;23;3;26;133;7;0
1920;17;1324;89;6;1018;3;1;0;25;1;0;0;0;26;106;19;0;125;306;0;0
1920;13;829;89;14;512;7;1;0;1;0;0;0;0;1;0;21;0;21;117;0;0
1920;3;515;89;1;256;3;1;0;1;0;0;0;0;1;0;0;0;0;65;0;0
2040;8;548;89;1;256;5;2;0;1;0;0;0;0;1;0;0;0;0;121;4;0
2040;11;1352;89;5;1058;5;5;0;1;0;0;0;0;1;0;9;0;9;140;0;0
