time,id,myrank,sentvn,mypparent,pparentrank,nneighbors,children,sentDIS,sentDIO,generatedDAO,forwardedDAO,generatedNPDAO,forwardedNPDAO,ttlsent,receivedDIS,receivedDIO,receivedDAO,ttlrcvd,forwardeddata,attack
29161.78,13,518 ,65 ,1 ,256 ,1 ,0 ,0 ,2 ,0 ,5 ,0 ,0 ,7 ,0 ,2 ,5 ,7,18898 ,0, 0 
29161.795,3,527 ,65 ,1 ,256 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0,12678 ,0, 0 
29280.969,8,512 ,65 ,1 ,256 ,2 ,0 ,0 ,2 ,1 ,1 ,0 ,0 ,4 ,0 ,4 ,1 ,5,14923 ,0, 0 
29281.086,11,1115 ,65 ,5 ,803 ,1 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,3 ,0 ,3 ,1 ,4,26460 ,0, 0 
29281.132,2,514 ,65 ,1 ,256 ,1 ,0 ,0 ,2 ,1 ,2 ,0 ,0 ,5 ,0 ,3 ,2 ,5,26574 ,0, 0 
29281.193,6,1150 ,65 ,10 ,800 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,2 ,0 ,4 ,0 ,4,40809 ,0, 0 
29281.223,18,1068 ,65 ,4 ,793 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,2 ,0 ,2,19322 ,0, 0 
29281.244,4,793 ,65 ,8 ,512 ,0 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,3 ,0 ,1 ,0 ,1,18150 ,0, 0 
29281.298,7,1180 ,65 ,16 ,913 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,1,26509 ,0, 0 
29281.346,14,512 ,65 ,1 ,256 ,1 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,3 ,0 ,5 ,1 ,6,17966 ,0, 0 
29281.359,15,1410 ,65 ,11 ,1122 ,1 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,2 ,0 ,2,25079 ,0, 0 
29281.369,20,1378 ,65 ,11 ,1122 ,0 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,3 ,0 ,1 ,0 ,1,19374 ,0, 0 
29281.369,16,886 ,65 ,2 ,517 ,0 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,3 ,0 ,1 ,1 ,2,34223 ,0, 0 
29281.452,10,822 ,65 ,14 ,512 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,3 ,0 ,0 ,1 ,1,22314 ,0, 0 
29281.49,12,1259 ,65 ,5 ,803 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,2 ,0 ,2,20206 ,0, 0 
29281.604,9,1033 ,65 ,5 ,777 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,2 ,0 ,5 ,0 ,5,37554 ,0, 0 
29281.611,5,772 ,65 ,13 ,516 ,3 ,0 ,0 ,2 ,1 ,2 ,0 ,0 ,5 ,0 ,5 ,2 ,7,34394 ,0, 0 
29281.615,19,512 ,65 ,1 ,256 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,2 ,0 ,6 ,0 ,6,20516 ,0, 0 
29281.705,17,1283 ,65 ,16 ,1027 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1,23452 ,0, 0 
29281.78,13,512 ,65 ,1 ,256 ,1 ,0 ,0 ,2 ,1 ,3 ,0 ,0 ,6 ,0 ,2 ,3 ,5,19089 ,0, 0 
29281.795,3,525 ,65 ,1 ,256 ,0 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,3 ,0 ,4 ,0 ,4,13255 ,0, 0 
29400.969,8,512 ,65 ,1 ,256 ,2 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,2 ,1 ,3,15312 ,0, 0 
29401.086,11,1078 ,65 ,5 ,772 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,2 ,0 ,4 ,0 ,4,29619 ,0, 0 
29401.132,2,513 ,65 ,1 ,256 ,1 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,2 ,0 ,5 ,1 ,6,25601 ,0, 0 
29401.147,6,1137 ,65 ,10 ,806 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,2 ,0 ,4 ,0 ,4,33340 ,0, 0 
29401.223,18,1089 ,65 ,4 ,816 ,0 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,3 ,0 ,6 ,0 ,6,21448 ,0, 0 
29401.244,4,806 ,65 ,8 ,512 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,2 ,0 ,2 ,1 ,3,19519 ,0, 0 
29401.298,7,1151 ,65 ,16 ,886 ,1 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,5 ,0 ,5,27996 ,0, 0 
29401.346,14,512 ,65 ,1 ,256 ,1 ,0 ,0 ,2 ,0 ,2 ,0 ,0 ,4 ,0 ,0 ,2 ,2,17205 ,0, 0 
29401.359,15,1406 ,65 ,11 ,1122 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,3 ,0 ,3,27236 ,0, 0 
29401.369,20,1378 ,65 ,11 ,1122 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,2 ,0 ,2,21789 ,0, 0 
29401.369,16,874 ,65 ,2 ,517 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,3 ,0 ,6 ,1 ,7,33409 ,0, 0 
29401.452,10,802 ,65 ,14 ,512 ,0 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,3 ,0 ,3 ,1 ,4,20653 ,0, 0 
29401.49,12,1173 ,65 ,5 ,772 ,0 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,3 ,0 ,4 ,0 ,4,23362 ,0, 0 
29401.604,9,1028 ,65 ,5 ,772 ,0 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,4 ,0 ,4 ,0 ,4,38324 ,0, 0 
29401.611,5,772 ,65 ,13 ,516 ,3 ,0 ,0 ,2 ,0 ,3 ,0 ,0 ,5 ,0 ,7 ,3 ,10,37280 ,0, 0 
29401.615,19,512 ,65 ,1 ,256 ,2 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,3 ,0 ,3,21717 ,0, 0 
29401.705,17,1159 ,65 ,16 ,886 ,0 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,3 ,0 ,3 ,0 ,3,23453 ,0, 0 
29401.78,13,512 ,65 ,1 ,256 ,1 ,0 ,0 ,1 ,0 ,3 ,0 ,0 ,4 ,0 ,2 ,3 ,5,18974 ,0, 0 
29401.795,3,523 ,65 ,1 ,256 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1,12730 ,0, 0 
29520.969,8,512 ,65 ,1 ,256 ,2 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,3 ,0 ,0 ,1 ,1,15000 ,0, 0 
29521.086,11,1068 ,65 ,5 ,772 ,1 ,0 ,0 ,2 ,1 ,1 ,0 ,0 ,4 ,0 ,2 ,1 ,3,26538 ,0, 0 
29521.132,2,512 ,65 ,1 ,256 ,1 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,2 ,0 ,1 ,1 ,2,26650 ,0, 0 
29521.147,6,1137 ,65 ,10 ,806 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0,40867 ,0, 0 
29521.223,18,1089 ,65 ,4 ,816 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1,19387 ,0, 0 
29521.244,4,802 ,65 ,8 ,512 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,1,18219 ,0, 0 
29521.298,7,1138 ,65 ,16 ,874 ,1 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,3 ,0 ,2 ,0 ,2,26574 ,0, 0 
29521.346,14,512 ,65 ,1 ,256 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,2 ,0 ,2,18048 ,0, 0 
29521.359,15,1406 ,65 ,11 ,1122 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0,25146 ,0, 0 
29521.369,20,1334 ,65 ,11 ,1078 ,0 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,3 ,0 ,2 ,0 ,2,19435 ,0, 0 
29521.369,16,874 ,65 ,2 ,517 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,2 ,0 ,1 ,1 ,2,34299 ,0, 0 
29521.452,10,802 ,65 ,14 ,512 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,22363 ,0, 0 
29521.49,12,1173 ,65 ,5 ,772 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,2 ,0 ,2,20270 ,0, 0 
29521.604,9,1028 ,65 ,5 ,772 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,2,37613 ,0, 0 
29521.611,5,772 ,65 ,13 ,516 ,3 ,0 ,0 ,1 ,0 ,2 ,0 ,0 ,3 ,0 ,0 ,2 ,2,34472 ,0, 0 
29521.615,19,512 ,65 ,1 ,256 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,3 ,0 ,3,20601 ,0, 0 
29521.705,17,1159 ,65 ,16 ,886 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1,23523 ,0, 0 
29521.78,13,512 ,65 ,1 ,256 ,1 ,0 ,0 ,1 ,0 ,2 ,0 ,0 ,3 ,0 ,0 ,2 ,2,19164 ,0, 0 
29521.795,3,521 ,65 ,1 ,256 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1,13327 ,0, 0 
29640.969,8,512 ,65 ,1 ,256 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0,15371 ,0, 0 
29641.086,11,1060 ,65 ,5 ,772 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1,29692 ,0, 0 
29641.132,2,512 ,65 ,1 ,256 ,1 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,2 ,0 ,3 ,1 ,4,25687 ,0, 0 
29641.147,6,1129 ,65 ,10 ,806 ,2 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,1,33409 ,0, 0 
29641.222,18,1085 ,65 ,4 ,816 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1,21521 ,0, 0 
29641.244,4,798 ,65 ,8 ,512 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,19583 ,0, 0 
29641.298,7,1135 ,65 ,16 ,874 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1,28068 ,0, 0 
29641.346,14,512 ,65 ,1 ,256 ,1 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,2 ,0 ,2 ,1 ,3,17276 ,0, 0 
29641.359,15,1403 ,65 ,11 ,1122 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,2 ,0 ,2,27308 ,0, 0 
29641.369,20,1334 ,65 ,11 ,1078 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,21852 ,0, 0 
29641.369,16,837 ,65 ,2 ,517 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,2 ,0 ,1 ,1 ,2,33511 ,0, 0 
29641.452,10,798 ,65 ,14 ,512 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,2 ,0 ,2 ,0 ,2,20717 ,0, 0 
29641.49,12,1173 ,65 ,5 ,772 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1,23429 ,0, 0 
29641.604,9,1028 ,65 ,5 ,772 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0,38435 ,0, 0 
29641.611,5,772 ,65 ,13 ,516 ,3 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1,37393 ,0, 0 
29641.615,19,512 ,65 ,1 ,256 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,3,21794 ,0, 0 
29641.705,17,1112 ,65 ,16 ,845 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,2 ,0 ,2 ,0 ,2,23520 ,0, 0 
29641.78,13,512 ,65 ,1 ,256 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0,19038 ,0, 0 
29641.795,3,521 ,65 ,1 ,256 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0,12781 ,0, 0 
29760.969,8,512 ,65 ,1 ,256 ,2 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,3 ,1 ,4,15081 ,0, 0 
29761.086,11,1108 ,65 ,5 ,772 ,1 ,0 ,0 ,2 ,0 ,2 ,0 ,0 ,4 ,0 ,3 ,2 ,5,26634 ,0, 0 
29761.132,2,512 ,65 ,1 ,256 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,2,26706 ,0, 0 
29761.147,6,1105 ,65 ,10 ,789 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,2 ,0 ,3 ,0 ,3,40930 ,0, 0 
29761.223,18,1061 ,65 ,4 ,792 ,0 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,3 ,0 ,2 ,0 ,2,19457 ,0, 0 
29761.244,4,792 ,65 ,8 ,512 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,3 ,0 ,2 ,1 ,3,18292 ,0, 0 
29761.298,7,1135 ,65 ,16 ,874 ,1 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,3 ,0 ,3,26659 ,0, 0 
29761.346,14,512 ,65 ,1 ,256 ,1 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,3 ,0 ,0 ,1 ,1,18125 ,0, 0 
29761.359,15,1383 ,65 ,11 ,1108 ,1 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,3 ,0 ,3 ,0 ,3,25232 ,0, 0 
29761.369,20,1364 ,65 ,11 ,1108 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,1,19496 ,0, 0 
29761.369,16,837 ,65 ,2 ,517 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,3 ,0 ,3,34367 ,0, 0 
29761.452,10,786 ,65 ,14 ,512 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,2 ,0 ,1 ,1 ,2,22428 ,0, 0 
29761.49,12,1158 ,65 ,5 ,772 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,2 ,0 ,2,20328 ,0, 0 
29761.604,9,1028 ,65 ,5 ,772 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,3 ,0 ,3,37690 ,0, 0 
29761.611,5,768 ,65 ,13 ,512 ,3 ,0 ,0 ,0 ,1 ,2 ,0 ,0 ,3 ,0 ,5 ,2 ,7,34548 ,0, 0 
29761.615,19,512 ,65 ,1 ,256 ,2 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,3 ,0 ,2 ,0 ,2,20678 ,0, 0 
29761.705,17,1112 ,65 ,16 ,845 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,1,23589 ,0, 0 
29761.78,13,512 ,65 ,1 ,256 ,1 ,0 ,0 ,1 ,0 ,3 ,0 ,0 ,4 ,0 ,3 ,3 ,6,19231 ,0, 0 
29761.795,3,519 ,65 ,1 ,256 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1,13382 ,0, 0 
29880.969,8,512 ,65 ,1 ,256 ,2 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,3 ,0 ,4 ,0 ,4,15456 ,0, 0 
29881.086,11,1081 ,65 ,5 ,768 ,1 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,3 ,0 ,2 ,1 ,3,29770 ,0, 0 
29881.132,2,512 ,65 ,1 ,256 ,1 ,0 ,0 ,2 ,0 ,4 ,0 ,0 ,6 ,0 ,9 ,4 ,13,25806 ,0, 0 
29881.147,6,957 ,65 ,2 ,512 ,2 ,0 ,0 ,4 ,1 ,0 ,1 ,0 ,6 ,0 ,4 ,0 ,4,33534 ,0, 0 
29881.222,18,1054 ,65 ,4 ,789 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,3 ,0 ,3,21586 ,0, 0 
29881.244,4,789 ,65 ,8 ,512 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,1,19670 ,0, 0 
29881.298,7,1147 ,65 ,16 ,837 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,2 ,0 ,3 ,0 ,3,28163 ,0, 0 
29881.346,14,512 ,65 ,1 ,256 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,2 ,0 ,5 ,1 ,6,17388 ,0, 0 
29881.359,15,1383 ,65 ,11 ,1108 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1,27379 ,0, 0 
29881.369,20,1356 ,65 ,11 ,1100 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,2 ,0 ,4 ,0 ,4,21959 ,0, 0 
29881.369,16,804 ,65 ,2 ,512 ,0 ,0 ,0 ,3 ,1 ,2 ,0 ,0 ,6 ,0 ,5 ,2 ,7,33636 ,0, 0 
29881.452,10,784 ,65 ,14 ,512 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,1 ,3 ,0 ,2 ,1 ,3,20798 ,0, 0 
29881.49,12,1141 ,65 ,5 ,768 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,2 ,0 ,3 ,0 ,3,23512 ,0, 0 
29881.604,9,1024 ,65 ,5 ,768 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,4 ,0 ,4,38514 ,0, 0 
29881.611,5,768 ,65 ,13 ,512 ,3 ,0 ,0 ,3 ,1 ,4 ,0 ,0 ,8 ,0 ,3 ,4 ,7,37510 ,0, 0 
29881.615,19,512 ,65 ,1 ,256 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,2 ,0 ,8 ,0 ,8,21900 ,0, 0 
29881.705,17,1084 ,65 ,16 ,819 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,2 ,0 ,5 ,0 ,5,23613 ,0, 0 
29881.78,13,512 ,65 ,1 ,256 ,1 ,0 ,0 ,3 ,1 ,5 ,0 ,0 ,9 ,0 ,4 ,5 ,9,19159 ,0, 0 
29881.795,3,516 ,65 ,1 ,256 ,0 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,4 ,0 ,4 ,0 ,4,12862 ,0, 0 
30000.969,8,512 ,65 ,1 ,256 ,2 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,2 ,0 ,0 ,1 ,1,15142 ,0, 0 
30001.086,11,930 ,65 ,9 ,300 ,1 ,0 ,0 ,5 ,1 ,4 ,1 ,0 ,11 ,0 ,2 ,4 ,6,26817 ,0, 0 
30001.133,2,512 ,65 ,1 ,256 ,1 ,0 ,0 ,25 ,0 ,61 ,0 ,0 ,86 ,109 ,21 ,61 ,191,27033 ,0, 0 
30001.223,18,1053 ,65 ,4 ,789 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,3 ,0 ,3,19578 ,0, 0 
30001.244,4,784 ,65 ,8 ,512 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,2 ,0 ,2 ,0 ,2,18361 ,0, 0 
30001.278,6,825 ,65 ,2 ,512 ,2 ,0 ,120 ,1 ,16 ,0 ,0 ,0 ,137 ,0 ,83 ,0 ,83,41837 ,0, 1 
30001.298,7,1074 ,65 ,16 ,775 ,1 ,0 ,0 ,1 ,15 ,0 ,0 ,0 ,16 ,0 ,44 ,0 ,44,26858 ,0, 0 
30001.346,14,512 ,65 ,1 ,256 ,1 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,2 ,0 ,38 ,1 ,39,18227 ,0, 0 
30001.359,15,1034 ,65 ,11 ,763 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,2 ,0 ,2 ,0 ,2,25323 ,0, 0 
30001.369,20,1174 ,65 ,11 ,918 ,0 ,0 ,0 ,3 ,3 ,0 ,0 ,0 ,6 ,0 ,4 ,0 ,4,19586 ,0, 0 
30001.37,16,775 ,65 ,2 ,512 ,0 ,0 ,0 ,25 ,15 ,31 ,0 ,0 ,71 ,106 ,37 ,31 ,174,35046 ,0, 0 
30001.453,10,780 ,65 ,14 ,512 ,0 ,0 ,0 ,26 ,0 ,0 ,1 ,0 ,27 ,106 ,1 ,0 ,107,22714 ,0, 0 
30001.49,12,1118 ,65 ,5 ,768 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,7 ,0 ,7,20438 ,0, 0 
30001.605,9,1058 ,65 ,5 ,768 ,0 ,0 ,0 ,1 ,0 ,3 ,0 ,0 ,4 ,0 ,20 ,4 ,24,37870 ,0, 1 
30001.611,5,785 ,65 ,13 ,512 ,3 ,0 ,0 ,1 ,0 ,3 ,0 ,1 ,5 ,0 ,24 ,4 ,28,34698 ,0, 0 
30001.617,19,512 ,65 ,1 ,256 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,20 ,0 ,20,20776 ,0, 0 
30001.706,17,1052 ,65 ,16 ,775 ,0 ,0 ,0 ,26 ,16 ,0 ,0 ,0 ,42 ,106 ,23 ,0 ,129,23996 ,0, 0 
30001.78,13,512 ,65 ,1 ,256 ,1 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,4 ,0 ,21 ,4 ,25,19338 ,0, 0 
30001.795,3,516 ,65 ,1 ,256 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,13432 ,0, 0 
30120.969,8,512 ,65 ,1 ,256 ,2 ,0 ,0 ,1 ,0 ,2 ,0 ,0 ,3 ,0 ,4 ,2 ,6,15569 ,0, 0 
30121.087,11,1087 ,65 ,9 ,300 ,1 ,0 ,0 ,6 ,5 ,5 ,2 ,3 ,21 ,0 ,21 ,8 ,29,30128 ,0, 0 
30121.133,2,519 ,65 ,1 ,256 ,1 ,0 ,0 ,26 ,0 ,52 ,0 ,8 ,86 ,89 ,21 ,61 ,171,26212 ,0, 0 
30121.223,18,1045 ,65 ,4 ,784 ,0 ,0 ,0 ,7 ,1 ,1 ,0 ,0 ,9 ,0 ,12 ,1 ,13,21749 ,0, 0 
30121.244,4,806 ,65 ,8 ,512 ,0 ,0 ,0 ,2 ,0 ,2 ,0 ,0 ,4 ,0 ,7 ,2 ,9,19757 ,0, 0 
30121.273,6,909 ,65 ,2 ,527 ,2 ,0 ,120 ,1 ,12 ,2 ,0 ,1 ,136 ,0 ,66 ,3 ,69,34509 ,0, 1 
30121.298,7,804 ,65 ,9 ,300 ,1 ,0 ,0 ,11 ,13 ,2 ,7 ,1 ,34 ,0 ,33 ,17 ,50,28655 ,0, 0 
30121.346,14,512 ,65 ,1 ,256 ,1 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,30 ,0 ,30,17475 ,0, 0 
30121.359,15,1014 ,65 ,9 ,300 ,1 ,0 ,0 ,11 ,7 ,3 ,6 ,0 ,27 ,0 ,16 ,6 ,22,27844 ,0, 0 
30121.369,20,1395 ,65 ,11 ,953 ,0 ,0 ,0 ,7 ,4 ,0 ,0 ,0 ,11 ,0 ,15 ,0 ,15,22160 ,0, 0 
30121.37,16,900 ,65 ,2 ,525 ,0 ,0 ,0 ,24 ,9 ,22 ,1 ,6 ,62 ,90 ,35 ,31 ,156,34327 ,0, 0 
30121.453,10,780 ,65 ,14 ,512 ,0 ,0 ,0 ,24 ,0 ,0 ,0 ,0 ,24 ,105 ,0 ,0 ,105,21049 ,0, 0 
30121.491,12,1344 ,65 ,18 ,1045 ,0 ,0 ,0 ,7 ,3 ,0 ,2 ,0 ,12 ,0 ,19 ,0 ,19,23776 ,0, 0 
30121.608,9,1241 ,65 ,5 ,817 ,0 ,0 ,0 ,11 ,7 ,9 ,9 ,1 ,37 ,0 ,42 ,21 ,63,39057 ,0, 1 
30121.615,19,512 ,65 ,1 ,256 ,2 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,8 ,0 ,31 ,0 ,31,22091 ,0, 0 
30121.617,5,817 ,65 ,13 ,512 ,3 ,0 ,0 ,9 ,4 ,5 ,4 ,1 ,23 ,0 ,34 ,12 ,46,37933 ,0, 0 
30121.706,17,1197 ,65 ,6 ,813 ,0 ,0 ,0 ,24 ,11 ,0 ,4 ,0 ,39 ,94 ,26 ,0 ,120,24111 ,0, 0 
30121.78,13,512 ,65 ,1 ,256 ,1 ,0 ,0 ,2 ,0 ,3 ,1 ,2 ,8 ,0 ,24 ,5 ,29,19294 ,0, 0 
30121.795,3,515 ,65 ,1 ,256 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1,12954 ,0, 0 
30240.969,8,512 ,65 ,1 ,256 ,2 ,0 ,0 ,1 ,0 ,2 ,0 ,0 ,3 ,0 ,2 ,2 ,4,15229 ,0, 0 
30241.087,11,751 ,65 ,9 ,300 ,1 ,0 ,0 ,5 ,6 ,2 ,2 ,0 ,15 ,0 ,16 ,2 ,18,27028 ,0, 0 
30241.145,2,512 ,65 ,1 ,256 ,1 ,0 ,0 ,23 ,0 ,25 ,2 ,0 ,50 ,98 ,21 ,28 ,147,27404 ,0, 0 
30241.147,6,832 ,65 ,2 ,512 ,2 ,0 ,120 ,2 ,12 ,0 ,0 ,0 ,134 ,0 ,63 ,0 ,63,42729 ,0, 1 
30241.223,18,1063 ,65 ,4 ,784 ,0 ,0 ,0 ,3 ,0 ,2 ,0 ,0 ,5 ,0 ,7 ,2 ,9,19737 ,0, 0 
30241.244,4,795 ,65 ,8 ,512 ,0 ,0 ,0 ,1 ,0 ,2 ,0 ,0 ,3 ,0 ,5 ,2 ,7,18500 ,0, 0 
30241.298,7,700 ,65 ,9 ,300 ,1 ,0 ,0 ,7 ,5 ,0 ,4 ,0 ,16 ,0 ,36 ,4 ,40,27105 ,0, 0 
30241.346,14,512 ,65 ,1 ,256 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,34 ,0 ,34,18325 ,0, 0 
30241.359,15,918 ,65 ,9 ,300 ,1 ,0 ,0 ,6 ,5 ,0 ,0 ,0 ,11 ,0 ,10 ,0 ,10,25495 ,0, 0 
30241.369,20,1193 ,65 ,11 ,782 ,0 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,5 ,0 ,7 ,0 ,7,19735 ,0, 0 
